Delivery_Distance_km,Weather_Condition,Traffic_Level,Order_Size,Delivery_Partner_Rating,Restaurant_Preparation_Time_min,Peak_Hour,Day_of_Week,Order_Value_INR,Delivery_Status
9.6,Rainy,Low,Medium,1.8,43.5,Yes,Sunday,1664.19,Delayed
17.8,Sunny,Low,Medium,2.4,7.0,Yes,Wednesday,2175.04,On Time
12.1,Sunny,Medium,Small,3.0,39.3,Yes,Saturday,278.55,Delayed
10.8,Sunny,Medium,Medium,4.1,27.7,No,Saturday,1083.84,Delayed
17.0,Cloudy,High,Small,4.7,6.8,No,Friday,1965.43,Delayed
16.0,Rainy,Medium,Medium,3.4,27.3,Yes,Thursday,2203.42,On Time
22.0,Rainy,Medium,Large,1.3,21.2,No,Thursday,341.71,Delayed
3.0,Sunny,Medium,Medium,2.8,21.9,Yes,Wednesday,241.15,On Time
13.2,Cloudy,Low,Small,2.4,35.7,No,Saturday,1821.75,Delayed
15.6,Sunny,High,Small,3.2,6.7,No,Sunday,1556.42,On Time
16.6,Cloudy,High,Small,1.1,11.2,Yes,Wednesday,1763.48,Delayed
16.0,Sunny,Medium,Large,3.6,25.7,No,Tuesday,2361.31,On Time
9.8,Sunny,Medium,Large,3.7,37.4,No,Sunday,306.79,On Time
1.7,Sunny,Medium,Small,2.2,23.7,No,Wednesday,314.52,On Time
18.1,Sunny,Low,Medium,2.0,10.4,No,Saturday,2339.93,On Time
2.1,Sunny,Medium,Small,4.5,15.9,No,Tuesday,1328.45,On Time
12.3,Sunny,Low,Medium,3.8,13.2,Yes,Thursday,238.25,On Time
18.3,Sunny,Low,Medium,1.9,12.5,Yes,Thursday,1012.95,Delayed
7.6,Sunny,Low,Small,4.3,15.8,Yes,Wednesday,686.4,On Time
1.7,Cloudy,High,Medium,4.2,14.1,No,Monday,680.49,On Time
3.2,Cloudy,Low,Small,4.5,9.5,No,Tuesday,904.42,On Time
4.3,Cloudy,Low,Large,4.8,9.3,Yes,Saturday,2005.12,On Time
17.0,Sunny,Low,Large,2.2,6.5,No,Sunday,1117.99,On Time
16.7,Stormy,Medium,Medium,4.4,37.2,Yes,Tuesday,373.52,On Time
24.5,Sunny,Low,Small,2.9,13.9,No,Saturday,1960.87,Delayed
8.8,Rainy,Medium,Medium,4.1,31.1,Yes,Thursday,2017.67,Delayed
4.2,Cloudy,Medium,Small,4.5,29.1,No,Friday,2374.17,On Time
5.1,Sunny,Low,Large,4.0,15.9,Yes,Tuesday,461.65,On Time
1.8,Sunny,Low,Medium,4.3,18.9,Yes,Friday,916.8,Delayed
20.8,Cloudy,High,Small,1.4,19.0,No,Thursday,314.66,Delayed
2.8,Sunny,Medium,Small,1.4,27.2,No,Saturday,2159.21,On Time
22.4,Sunny,Low,Small,2.4,10.8,Yes,Sunday,414.84,Delayed
2.2,Cloudy,High,Small,4.3,38.2,Yes,Thursday,2201.4,On Time
20.5,Cloudy,Medium,Small,2.5,19.1,No,Tuesday,375.09,Delayed
5.7,Sunny,High,Medium,3.7,32.3,Yes,Tuesday,1117.57,Delayed
1.6,Sunny,Medium,Medium,4.6,32.7,Yes,Wednesday,356.28,On Time
17.8,Sunny,Low,Medium,2.3,31.1,Yes,Thursday,1299.2,On Time
1.1,Cloudy,Medium,Large,4.7,15.6,No,Saturday,205.8,On Time
8.1,Rainy,Medium,Medium,1.2,9.9,Yes,Thursday,429.59,Delayed
2.4,Sunny,Low,Small,3.6,11.8,No,Tuesday,1743.31,On Time
3.9,Cloudy,Low,Medium,2.3,33.8,No,Wednesday,1644.39,On Time
4.0,Sunny,High,Large,2.2,30.5,Yes,Saturday,246.03,On Time
18.4,Sunny,Low,Small,2.9,43.0,No,Monday,235.83,On Time
24.3,Sunny,Medium,Medium,2.6,18.6,No,Saturday,2300.59,Delayed
6.9,Sunny,Low,Small,1.0,9.4,Yes,Tuesday,520.9,On Time
10.6,Sunny,Medium,Medium,1.8,32.2,No,Sunday,1992.17,Delayed
10.0,Cloudy,Low,Small,2.4,26.4,Yes,Sunday,322.88,Delayed
7.2,Sunny,Low,Large,2.9,38.1,No,Tuesday,2309.89,Delayed
18.1,Sunny,Medium,Large,1.6,31.7,No,Friday,2475.56,Delayed
7.5,Sunny,Low,Small,3.7,32.8,No,Wednesday,383.13,On Time
13.3,Sunny,Medium,Medium,2.8,5.1,Yes,Sunday,797.64,On Time
4.1,Cloudy,Medium,Large,2.2,17.4,No,Tuesday,816.16,On Time
21.4,Sunny,Low,Small,1.1,21.2,Yes,Monday,583.91,Delayed
17.5,Sunny,Low,Small,2.7,37.0,No,Saturday,2123.25,Delayed
13.9,Sunny,Low,Small,2.5,41.0,Yes,Saturday,777.98,Delayed
15.7,Sunny,Low,Small,3.1,17.4,No,Thursday,572.59,On Time
6.4,Cloudy,Medium,Small,3.0,39.6,No,Monday,316.69,On Time
21.3,Cloudy,Low,Large,1.8,31.0,Yes,Wednesday,1963.12,Delayed
3.9,Cloudy,Low,Small,2.7,14.8,Yes,Tuesday,2197.84,On Time
22.1,Sunny,Low,Large,1.2,13.8,Yes,Friday,1132.08,Delayed
15.7,Sunny,Medium,Small,3.5,11.5,No,Saturday,1761.59,On Time
23.6,Cloudy,High,Small,3.2,35.5,No,Sunday,2095.92,Delayed
7.9,Sunny,Medium,Small,3.5,5.8,No,Saturday,1430.24,On Time
23.4,Sunny,High,Medium,2.6,19.1,No,Sunday,2281.87,Delayed
16.3,Cloudy,Low,Medium,2.7,36.4,No,Friday,1894.6,On Time
1.2,Sunny,Low,Medium,4.2,25.6,No,Saturday,890.08,On Time
3.5,Sunny,Medium,Medium,1.8,21.5,No,Friday,706.31,On Time
15.2,Sunny,Medium,Small,1.4,39.1,Yes,Wednesday,1026.0,Delayed
3.3,Cloudy,Medium,Small,4.0,26.1,Yes,Thursday,2424.84,On Time
18.9,Rainy,Low,Small,3.4,7.0,Yes,Tuesday,1779.91,On Time
17.1,Sunny,High,Medium,3.9,14.8,No,Saturday,515.41,On Time
5.5,Sunny,Low,Small,4.9,44.1,Yes,Thursday,2490.69,On Time
16.3,Sunny,Medium,Medium,3.7,23.3,Yes,Friday,1894.46,On Time
14.6,Rainy,Medium,Small,2.5,31.7,No,Friday,847.07,On Time
6.9,Sunny,Low,Small,2.9,10.6,No,Sunday,1954.87,On Time
18.0,Rainy,Medium,Medium,2.0,6.2,No,Sunday,1408.42,Delayed
7.0,Sunny,High,Small,1.7,7.8,Yes,Friday,1932.96,Delayed
21.8,Sunny,Medium,Small,3.3,31.6,Yes,Thursday,1173.82,On Time
10.5,Sunny,Medium,Medium,2.9,28.8,No,Thursday,2211.32,On Time
12.9,Sunny,Medium,Small,1.3,19.5,Yes,Thursday,825.33,Delayed
16.9,Cloudy,High,Small,1.2,11.6,No,Wednesday,1134.7,Delayed
22.2,Cloudy,Medium,Small,1.8,36.3,Yes,Friday,1179.27,Delayed
11.9,Cloudy,Low,Small,2.3,36.3,No,Friday,2464.02,On Time
16.7,Sunny,Medium,Medium,1.7,12.1,No,Saturday,537.32,Delayed
15.3,Cloudy,High,Medium,4.0,40.5,Yes,Thursday,1370.21,Delayed
2.7,Sunny,Low,Medium,1.7,34.7,No,Friday,768.63,On Time
16.2,Cloudy,Low,Large,3.7,21.0,Yes,Wednesday,1847.95,Delayed
2.1,Sunny,High,Small,1.0,16.6,Yes,Monday,2072.51,Delayed
13.1,Sunny,Medium,Small,1.3,40.7,Yes,Sunday,2203.43,Delayed
3.6,Sunny,Low,Large,1.0,43.9,Yes,Thursday,1462.09,On Time
15.6,Rainy,Low,Small,3.2,18.0,No,Sunday,1367.74,On Time
18.3,Sunny,High,Large,3.3,34.1,No,Sunday,412.9,Delayed
19.9,Sunny,Low,Small,4.4,20.7,Yes,Sunday,1363.94,On Time
15.2,Sunny,Medium,Medium,1.3,15.5,No,Monday,120.47,On Time
24.7,Sunny,Medium,Small,3.4,10.6,No,Friday,938.44,On Time
9.6,Sunny,High,Small,1.0,9.8,No,Saturday,1431.22,On Time
1.3,Sunny,Medium,Medium,4.8,44.4,No,Saturday,410.02,On Time
20.6,Stormy,Low,Medium,2.1,7.0,No,Monday,1681.15,Delayed
11.9,Stormy,Low,Small,3.7,40.9,Yes,Friday,693.08,Delayed
14.0,Sunny,Low,Large,1.1,39.7,No,Sunday,264.85,Delayed
21.3,Cloudy,Low,Small,3.2,22.8,No,Wednesday,150.93,On Time
7.3,Sunny,Low,Small,4.1,29.6,No,Saturday,2468.48,On Time
8.8,Stormy,High,Small,4.2,29.8,Yes,Friday,1492.26,Delayed
3.3,Sunny,Medium,Medium,1.4,31.3,No,Sunday,1890.81,On Time
17.4,Sunny,Medium,Small,1.1,15.5,No,Monday,2120.17,Delayed
6.1,Stormy,Low,Small,3.3,11.2,No,Friday,1566.08,Delayed
21.5,Sunny,Low,Medium,1.4,36.3,No,Monday,2348.0,On Time
15.6,Sunny,Medium,Large,3.0,32.6,No,Sunday,258.96,Delayed
22.9,Cloudy,Medium,Medium,1.5,24.8,No,Tuesday,1539.65,Delayed
2.5,Cloudy,Medium,Small,3.3,7.2,No,Sunday,800.67,On Time
24.8,Cloudy,High,Small,4.8,29.3,No,Monday,1620.11,On Time
10.5,Cloudy,Medium,Small,3.7,5.8,No,Saturday,2247.06,On Time
14.1,Cloudy,Medium,Medium,2.4,11.0,Yes,Wednesday,376.11,Delayed
16.4,Rainy,Medium,Large,4.1,27.0,No,Wednesday,2453.55,On Time
12.6,Cloudy,Medium,Large,2.4,25.1,No,Friday,2071.54,Delayed
13.7,Sunny,High,Large,1.7,15.0,Yes,Sunday,247.54,Delayed
11.0,Cloudy,Medium,Large,3.8,39.3,No,Wednesday,768.9,On Time
5.5,Sunny,Medium,Medium,2.1,22.7,No,Friday,1732.28,On Time
24.3,Sunny,Medium,Small,2.1,34.8,Yes,Saturday,718.87,Delayed
20.2,Cloudy,Medium,Small,2.3,27.6,No,Saturday,790.85,Delayed
15.3,Sunny,Medium,Small,3.4,33.1,Yes,Wednesday,2146.39,On Time
2.4,Cloudy,High,Large,2.1,38.5,No,Monday,1815.89,Delayed
22.5,Sunny,Low,Medium,2.3,27.1,Yes,Sunday,699.06,Delayed
2.9,Cloudy,Medium,Large,3.8,44.6,No,Sunday,710.94,On Time
19.8,Cloudy,Low,Medium,4.5,16.0,No,Saturday,2135.0,On Time
2.4,Sunny,Low,Small,3.1,33.5,No,Friday,1529.74,On Time
19.3,Cloudy,Medium,Small,2.1,18.3,No,Tuesday,2304.63,On Time
21.3,Sunny,Low,Large,4.1,31.0,Yes,Friday,345.2,On Time
11.8,Sunny,Medium,Large,1.5,26.2,No,Tuesday,1471.22,Delayed
14.3,Cloudy,Medium,Medium,3.1,23.8,No,Tuesday,1602.92,On Time
21.1,Sunny,Low,Small,3.8,28.8,No,Monday,1977.88,On Time
24.3,Sunny,Medium,Small,2.8,6.0,No,Friday,1438.19,On Time
1.4,Sunny,Low,Medium,2.8,6.9,No,Sunday,1791.06,On Time
4.1,Rainy,Medium,Large,5.0,7.5,No,Thursday,746.62,On Time
21.7,Sunny,Medium,Medium,2.1,28.4,No,Saturday,317.62,Delayed
17.3,Sunny,Medium,Large,4.3,24.9,Yes,Friday,620.26,On Time
7.5,Sunny,Medium,Medium,1.7,7.3,Yes,Sunday,674.66,On Time
11.7,Sunny,Medium,Small,3.0,30.1,Yes,Tuesday,1653.12,On Time
3.7,Sunny,Low,Small,4.5,14.3,No,Sunday,890.19,On Time
1.7,Sunny,Medium,Medium,3.7,20.6,No,Saturday,1107.09,Delayed
18.6,Sunny,Low,Small,2.5,41.7,No,Tuesday,2356.15,On Time
18.4,Sunny,Medium,Small,3.9,9.8,No,Sunday,1897.02,On Time
17.7,Sunny,Low,Small,4.3,16.2,No,Thursday,1086.45,On Time
22.2,Cloudy,Medium,Small,2.5,34.2,Yes,Thursday,537.72,On Time
7.9,Stormy,Low,Small,3.1,29.6,Yes,Thursday,1152.57,Delayed
11.2,Cloudy,Medium,Medium,4.2,43.8,No,Saturday,2386.53,On Time
7.0,Cloudy,Low,Medium,3.4,5.1,Yes,Wednesday,694.72,On Time
16.0,Sunny,Low,Small,4.8,26.3,Yes,Friday,1723.05,On Time
16.3,Cloudy,Medium,Large,1.6,20.8,Yes,Sunday,191.02,Delayed
10.8,Sunny,High,Medium,4.4,17.5,No,Friday,831.32,On Time
23.4,Sunny,High,Large,4.7,38.9,Yes,Monday,408.37,Delayed
12.7,Rainy,Low,Medium,4.6,26.9,No,Tuesday,530.8,On Time
23.0,Sunny,Medium,Medium,1.2,43.0,Yes,Wednesday,2164.29,Delayed
18.5,Rainy,Low,Medium,2.4,15.9,Yes,Sunday,634.59,Delayed
23.5,Cloudy,Low,Medium,3.0,27.2,Yes,Tuesday,433.13,Delayed
19.2,Cloudy,Low,Large,3.0,44.3,Yes,Saturday,1516.54,Delayed
6.4,Stormy,High,Medium,2.9,11.8,Yes,Wednesday,1630.42,Delayed
17.6,Sunny,High,Small,3.8,26.3,No,Monday,982.88,Delayed
6.7,Sunny,Medium,Small,2.3,43.8,No,Thursday,1957.58,On Time
8.0,Sunny,Medium,Small,4.6,13.2,Yes,Friday,1392.44,On Time
6.3,Sunny,Medium,Small,3.4,21.8,Yes,Friday,538.79,On Time
12.9,Cloudy,High,Medium,2.4,30.2,Yes,Wednesday,1465.46,On Time
11.4,Sunny,Low,Small,2.1,19.7,No,Saturday,1780.84,On Time
22.8,Sunny,Medium,Medium,3.5,40.9,No,Sunday,1980.86,On Time
15.2,Sunny,Medium,Small,1.7,17.8,No,Wednesday,626.69,On Time
9.6,Cloudy,High,Small,2.2,25.9,Yes,Sunday,1129.42,Delayed
16.0,Sunny,Medium,Small,4.8,22.2,No,Thursday,325.83,On Time
9.2,Sunny,Medium,Small,4.3,33.0,No,Friday,1370.53,On Time
21.1,Sunny,High,Medium,3.5,20.3,No,Sunday,511.45,Delayed
3.1,Rainy,Medium,Small,2.8,19.2,Yes,Friday,1399.23,Delayed
6.2,Stormy,Medium,Medium,4.3,15.2,Yes,Friday,2286.38,Delayed
3.3,Sunny,Low,Small,3.6,14.8,No,Tuesday,1582.21,On Time
21.8,Sunny,Low,Large,2.7,39.1,No,Sunday,1642.29,Delayed
7.5,Sunny,Low,Small,2.4,35.8,No,Saturday,2490.26,Delayed
24.9,Sunny,Medium,Small,4.7,30.8,No,Tuesday,1485.68,On Time
4.6,Cloudy,Medium,Small,1.0,39.1,No,Saturday,203.58,Delayed
8.8,Sunny,Low,Small,1.4,10.1,No,Wednesday,730.91,On Time
22.4,Sunny,High,Small,4.5,19.3,Yes,Friday,1448.27,Delayed
16.2,Cloudy,Low,Small,4.7,11.5,No,Friday,754.19,On Time
12.9,Sunny,Medium,Small,1.9,7.3,No,Wednesday,372.6,Delayed
4.9,Cloudy,Medium,Small,4.7,16.3,No,Saturday,1990.18,On Time
20.0,Cloudy,Medium,Medium,4.2,14.6,Yes,Wednesday,1448.75,On Time
9.0,Sunny,High,Small,3.8,40.9,No,Tuesday,880.98,On Time
19.1,Sunny,Medium,Medium,4.9,39.4,Yes,Thursday,439.0,Delayed
15.0,Rainy,Low,Large,1.6,21.1,No,Wednesday,1994.46,Delayed
15.8,Sunny,Low,Small,3.4,19.7,No,Wednesday,1190.97,On Time
8.8,Sunny,High,Large,4.7,38.6,No,Thursday,659.83,On Time
2.8,Cloudy,Low,Medium,1.6,21.4,Yes,Wednesday,1720.4,On Time
15.3,Cloudy,Medium,Large,3.4,11.8,No,Friday,1905.3,On Time
18.8,Sunny,Low,Small,1.5,31.4,Yes,Sunday,2148.52,Delayed
14.8,Rainy,Low,Small,4.4,34.6,No,Saturday,552.47,On Time
15.4,Cloudy,High,Small,4.3,5.7,Yes,Saturday,952.72,Delayed
17.7,Cloudy,Medium,Small,1.6,34.7,No,Friday,839.3,Delayed
2.1,Rainy,Medium,Large,1.6,20.7,Yes,Thursday,1957.49,Delayed
6.4,Sunny,Low,Small,3.4,31.4,No,Friday,1443.69,On Time
15.7,Cloudy,Low,Small,2.9,20.1,Yes,Monday,1559.68,On Time
4.3,Sunny,Low,Small,4.9,6.7,No,Wednesday,410.52,On Time
7.5,Sunny,Medium,Small,3.4,7.7,No,Saturday,1798.3,On Time
2.1,Sunny,Medium,Small,3.4,36.8,No,Saturday,442.13,On Time
6.2,Cloudy,Low,Small,4.2,9.9,No,Friday,1220.06,On Time
1.3,Sunny,Low,Medium,3.4,44.0,Yes,Tuesday,987.47,On Time
20.6,Cloudy,Low,Small,1.8,8.7,Yes,Wednesday,2314.63,Delayed
15.1,Cloudy,Low,Small,2.7,34.1,No,Tuesday,1081.7,On Time
14.1,Sunny,High,Small,4.0,41.1,No,Wednesday,1294.17,On Time
1.1,Cloudy,Low,Small,2.9,41.9,Yes,Sunday,1990.2,Delayed
21.4,Cloudy,Low,Small,2.0,26.2,No,Sunday,2171.03,Delayed
1.0,Sunny,Low,Small,3.0,34.3,No,Sunday,1668.67,On Time
19.9,Sunny,Medium,Small,3.8,41.5,Yes,Sunday,1587.85,Delayed
6.3,Cloudy,Low,Small,2.7,40.0,No,Saturday,1012.42,Delayed
20.7,Rainy,Medium,Medium,2.9,37.5,Yes,Sunday,1462.77,Delayed
4.1,Sunny,Medium,Small,3.9,39.8,Yes,Wednesday,2123.87,On Time
14.1,Sunny,Low,Medium,4.4,34.0,No,Wednesday,2120.38,On Time
1.7,Rainy,Medium,Medium,1.3,16.3,No,Friday,1750.87,On Time
14.3,Rainy,Low,Medium,3.9,43.8,No,Tuesday,2143.92,On Time
4.2,Sunny,Medium,Large,2.6,13.9,Yes,Tuesday,977.33,On Time
20.3,Sunny,Medium,Small,4.5,23.0,No,Saturday,1318.12,Delayed
6.7,Sunny,Medium,Small,3.5,25.8,No,Saturday,956.32,On Time
3.8,Sunny,Medium,Large,3.7,11.0,Yes,Friday,1258.02,On Time
1.7,Cloudy,Medium,Small,3.0,10.1,Yes,Sunday,1385.47,On Time
14.8,Sunny,Medium,Small,4.7,13.5,No,Friday,1989.65,On Time
16.9,Rainy,Low,Small,1.9,15.8,No,Saturday,809.77,Delayed
22.5,Sunny,High,Small,4.4,6.5,No,Sunday,1240.19,Delayed
2.5,Sunny,Low,Large,1.1,15.0,No,Tuesday,1888.44,On Time
10.4,Rainy,High,Medium,3.5,40.2,Yes,Thursday,1178.7,Delayed
4.9,Rainy,Low,Medium,1.0,6.9,No,Saturday,1456.47,On Time
13.1,Sunny,Low,Large,2.3,33.2,No,Friday,1349.17,Delayed
6.7,Sunny,High,Small,4.3,41.4,No,Tuesday,755.36,On Time
10.9,Sunny,High,Small,4.0,43.3,Yes,Friday,832.02,On Time
9.8,Sunny,High,Medium,2.4,5.6,No,Monday,552.87,On Time
17.6,Sunny,Low,Small,5.0,16.7,No,Monday,200.88,On Time
18.8,Sunny,Medium,Small,4.0,11.9,Yes,Wednesday,2003.06,Delayed
11.2,Sunny,Medium,Small,3.9,34.3,No,Wednesday,2379.48,On Time
6.9,Sunny,Medium,Large,3.5,31.4,No,Saturday,797.14,On Time
20.1,Cloudy,Low,Small,4.0,6.7,No,Saturday,1937.07,On Time
21.4,Sunny,High,Large,4.1,41.5,No,Friday,2050.51,Delayed
14.0,Rainy,Medium,Small,2.2,24.3,Yes,Friday,1147.08,Delayed
7.0,Sunny,Medium,Medium,4.4,6.8,No,Thursday,1059.82,On Time
19.8,Sunny,Low,Small,1.6,14.4,Yes,Friday,2061.78,Delayed
9.5,Sunny,High,Large,2.8,12.1,Yes,Thursday,2305.04,On Time
23.0,Sunny,Low,Small,4.3,20.8,No,Thursday,1694.49,On Time
7.4,Sunny,Low,Small,3.2,17.7,No,Sunday,2236.66,On Time
23.6,Sunny,Medium,Small,1.2,20.9,No,Monday,1543.87,Delayed
11.3,Sunny,Medium,Small,4.8,26.9,Yes,Friday,1592.83,On Time
19.1,Sunny,Medium,Medium,3.2,22.9,No,Saturday,731.55,Delayed
6.0,Sunny,Low,Medium,4.2,20.9,Yes,Monday,616.82,On Time
16.0,Rainy,High,Large,2.3,36.5,No,Saturday,218.74,Delayed
15.0,Sunny,Medium,Small,4.3,21.6,No,Saturday,1679.33,On Time
11.1,Sunny,Low,Medium,3.3,10.6,Yes,Sunday,297.04,On Time
18.7,Sunny,Low,Small,4.7,14.5,Yes,Thursday,2334.15,On Time
20.6,Sunny,Low,Large,3.6,11.0,Yes,Saturday,356.95,Delayed
18.5,Sunny,Low,Medium,2.8,30.4,Yes,Tuesday,951.28,On Time
20.5,Cloudy,Low,Small,3.9,25.3,No,Monday,466.61,Delayed
18.9,Cloudy,Medium,Small,3.5,13.5,Yes,Sunday,1178.41,On Time
4.6,Stormy,Low,Medium,3.7,10.2,No,Friday,493.82,On Time
19.5,Rainy,Medium,Medium,1.4,13.8,Yes,Sunday,991.08,Delayed
5.6,Sunny,Medium,Small,1.7,32.9,No,Wednesday,1400.04,On Time
3.4,Rainy,Medium,Medium,4.5,30.1,Yes,Friday,1396.62,Delayed
22.6,Sunny,Low,Small,3.3,42.3,No,Sunday,882.71,Delayed
15.4,Sunny,Low,Small,4.8,9.2,No,Wednesday,1890.08,On Time
5.2,Sunny,High,Small,3.7,22.8,No,Friday,832.21,On Time
16.3,Rainy,High,Small,2.8,11.5,Yes,Friday,1373.8,Delayed
9.0,Cloudy,Medium,Large,2.4,42.7,No,Saturday,627.1,On Time
4.4,Rainy,Medium,Small,2.6,31.3,No,Friday,842.27,On Time
20.2,Stormy,Medium,Small,1.0,43.2,No,Friday,1938.81,Delayed
3.6,Rainy,Low,Small,1.9,36.5,Yes,Sunday,262.53,Delayed
24.1,Sunny,Medium,Medium,1.4,40.3,Yes,Saturday,290.55,Delayed
19.5,Sunny,Medium,Large,4.7,44.5,No,Friday,1547.42,Delayed
18.1,Sunny,High,Medium,2.7,5.3,Yes,Tuesday,2006.07,Delayed
6.7,Rainy,High,Small,3.9,40.8,Yes,Sunday,2441.43,Delayed
19.2,Cloudy,Medium,Small,4.9,32.9,No,Thursday,1132.92,Delayed
1.5,Sunny,Low,Small,4.9,37.3,No,Friday,1900.95,On Time
14.3,Sunny,Medium,Small,3.4,22.2,No,Friday,1501.1,On Time
8.5,Sunny,Medium,Large,2.9,13.6,No,Sunday,1783.4,Delayed
21.0,Cloudy,Medium,Small,4.4,22.9,Yes,Wednesday,578.12,On Time
19.3,Sunny,Low,Small,2.1,26.6,Yes,Friday,1389.42,On Time
12.7,Sunny,Low,Medium,2.4,20.1,No,Sunday,1601.73,On Time
12.3,Rainy,Medium,Large,2.7,41.7,No,Monday,1932.24,Delayed
2.8,Sunny,High,Large,1.7,7.4,No,Sunday,459.12,Delayed
6.6,Rainy,Medium,Small,3.7,43.7,Yes,Friday,2005.46,Delayed
18.0,Sunny,Low,Small,2.1,17.3,No,Thursday,422.43,Delayed
2.6,Stormy,High,Small,2.6,15.1,No,Sunday,2009.12,Delayed
19.9,Sunny,Medium,Medium,3.5,40.1,Yes,Wednesday,2286.21,Delayed
24.5,Sunny,Medium,Large,1.1,41.7,No,Thursday,473.26,Delayed
2.9,Rainy,Low,Medium,4.3,27.9,No,Sunday,2467.67,On Time
12.0,Sunny,High,Small,1.6,16.6,Yes,Thursday,799.99,Delayed
14.9,Sunny,Medium,Medium,1.4,24.6,Yes,Sunday,261.74,Delayed
20.5,Rainy,Low,Small,1.2,24.4,No,Wednesday,385.2,Delayed
4.6,Cloudy,Medium,Medium,3.8,9.4,No,Tuesday,2240.9,On Time
9.6,Sunny,Low,Medium,3.3,16.7,No,Friday,923.0,On Time
21.1,Sunny,High,Small,1.1,28.6,Yes,Saturday,1780.26,Delayed
13.4,Cloudy,Low,Medium,5.0,42.3,No,Tuesday,1995.74,On Time
4.9,Rainy,High,Large,2.6,8.2,No,Tuesday,419.9,Delayed
21.9,Sunny,Medium,Small,1.4,29.6,No,Saturday,1721.68,On Time
23.5,Stormy,High,Small,4.9,10.4,Yes,Tuesday,439.35,Delayed
18.8,Sunny,Low,Large,4.2,16.5,No,Friday,2237.29,On Time
24.4,Rainy,Medium,Large,3.7,6.4,No,Thursday,1492.59,Delayed
23.2,Sunny,Low,Small,3.9,43.8,No,Sunday,2497.7,Delayed
3.9,Sunny,Low,Medium,2.4,22.7,No,Tuesday,1531.04,On Time
10.8,Sunny,Medium,Large,2.6,38.4,Yes,Sunday,1038.57,Delayed
15.3,Cloudy,High,Small,2.3,23.0,No,Tuesday,518.57,Delayed
18.6,Cloudy,Medium,Medium,4.7,25.2,Yes,Friday,2436.42,Delayed
13.8,Sunny,Medium,Small,1.7,5.8,No,Sunday,1175.87,Delayed
16.6,Sunny,Medium,Small,2.0,33.8,No,Sunday,604.48,Delayed
3.8,Rainy,Medium,Small,4.4,41.8,No,Monday,1801.55,On Time
10.8,Sunny,Medium,Medium,4.5,32.2,No,Wednesday,973.05,On Time
1.2,Cloudy,High,Medium,3.6,26.3,No,Wednesday,2078.82,On Time
16.6,Sunny,Medium,Medium,2.8,30.9,No,Saturday,1110.87,On Time
4.9,Sunny,Medium,Small,3.5,12.9,No,Saturday,1597.42,On Time
10.7,Sunny,Medium,Small,1.7,12.9,Yes,Sunday,212.35,On Time
13.0,Sunny,Low,Large,4.4,33.9,Yes,Thursday,1420.89,On Time
17.0,Rainy,Medium,Small,1.9,39.9,No,Friday,2474.29,Delayed
19.3,Stormy,Medium,Medium,2.6,22.4,Yes,Thursday,1752.06,Delayed
18.2,Cloudy,Low,Small,2.4,7.5,No,Monday,211.78,On Time
14.6,Stormy,Low,Large,2.6,16.3,No,Wednesday,1000.84,On Time
13.7,Cloudy,Low,Medium,4.5,42.6,Yes,Friday,1758.18,On Time
21.6,Sunny,Low,Small,3.6,8.1,Yes,Friday,254.31,On Time
21.8,Rainy,High,Medium,1.5,42.4,No,Friday,1271.46,Delayed
2.5,Rainy,Low,Medium,3.9,11.8,No,Saturday,1028.21,On Time
7.5,Sunny,Low,Small,4.5,26.4,Yes,Saturday,1464.04,On Time
23.1,Cloudy,Medium,Small,4.4,25.3,Yes,Sunday,2136.91,Delayed
15.2,Sunny,Medium,Small,2.0,35.2,No,Wednesday,2318.04,Delayed
4.2,Cloudy,Low,Large,3.9,38.5,Yes,Saturday,133.1,On Time
2.7,Cloudy,High,Medium,1.8,9.8,No,Monday,1101.42,On Time
3.3,Cloudy,Medium,Small,2.3,6.3,No,Thursday,176.64,On Time
19.5,Rainy,Low,Medium,3.4,22.9,Yes,Sunday,617.59,Delayed
6.3,Sunny,High,Small,3.4,10.9,Yes,Saturday,2273.46,On Time
6.8,Sunny,Medium,Small,4.2,32.9,No,Friday,1392.21,On Time
4.1,Sunny,High,Large,4.0,19.7,No,Sunday,877.56,On Time
15.4,Cloudy,High,Small,1.4,13.3,No,Wednesday,396.69,Delayed
13.3,Rainy,Medium,Medium,4.3,26.1,Yes,Thursday,2091.73,Delayed
7.8,Cloudy,Low,Medium,2.9,26.3,No,Friday,1044.04,Delayed
16.8,Cloudy,Medium,Small,2.7,5.9,Yes,Sunday,1053.65,Delayed
19.7,Sunny,Medium,Large,1.0,26.5,Yes,Tuesday,1675.23,On Time
24.5,Rainy,Medium,Small,2.3,31.8,No,Tuesday,188.26,Delayed
12.5,Sunny,High,Small,3.5,41.2,Yes,Sunday,255.06,Delayed
10.9,Stormy,Low,Large,3.1,29.3,No,Wednesday,645.21,Delayed
8.0,Stormy,Medium,Large,2.0,15.2,No,Tuesday,1081.64,On Time
19.8,Sunny,Low,Large,1.1,19.7,No,Tuesday,2291.13,On Time
24.3,Cloudy,Medium,Large,1.8,41.0,Yes,Friday,1936.97,Delayed
15.4,Sunny,High,Small,4.9,28.8,Yes,Saturday,850.98,Delayed
16.4,Rainy,Medium,Medium,4.9,12.9,No,Friday,1384.21,On Time
17.5,Sunny,High,Large,3.3,23.1,No,Monday,2466.07,On Time
