Current_CGPA,Attendance_Percentage,Weekly_Self_Study_Hours,Coding_Practice_Hours_Per_Week,Previous_Semester_SPI,Internal_Assessment_Marks,Practical_Assignment_Submission,Target_Grade,Additional_Study_Hours_Required
6.82,83.5,2.4,10.2,8.25,16.8,60.1,C,0.0
6.09,98.5,11.9,17.1,7.77,7.7,69.1,B+,15.3
9.94,58.8,53.4,3.9,5.39,0.9,56.1,A,28.0
7.27,79.9,53.9,16.5,7.63,10.1,78.2,A+,32.3
8.44,71.2,36.0,8.5,8.96,17.2,97.6,A,15.1
5.7,72.3,48.4,12.2,5.41,1.3,54.4,A,47.8
7.43,62.7,11.8,5.7,9.45,18.3,41.7,C,0.0
5.14,91.3,53.5,8.1,7.89,15.7,86.0,C,0.0
7.53,74.3,7.9,2.7,9.75,23.5,97.0,A,22.9
9.82,77.2,5.6,32.2,5.74,0.9,12.9,A+,41.8
6.92,65.2,6.2,18.6,9.97,23.4,57.8,B,0.6
5.19,59.1,31.5,13.9,8.22,15.6,79.2,B+,14.4
5.15,54.3,43.0,18.7,7.84,11.1,53.3,A,34.3
6.94,85.7,20.2,22.0,7.58,29.0,40.9,A,20.5
5.8,59.8,53.8,32.3,5.12,4.8,65.5,A,26.9
5.12,84.5,23.9,6.3,9.7,16.2,27.0,B,3.7
8.78,69.5,8.3,10.3,8.22,9.6,34.9,A+,48.2
7.29,70.8,25.6,34.2,5.46,15.8,99.2,B,0.0
6.45,73.5,37.3,13.0,5.1,16.6,63.6,O,57.6
9.5,68.4,45.8,0.8,5.25,2.7,87.3,B,0.0
5.58,55.0,25.2,5.2,8.05,19.8,80.8,A,36.3
9.78,65.5,32.6,0.9,8.07,19.0,65.2,A+,41.6
6.57,83.2,14.7,34.6,7.5,23.1,84.1,O,40.5
9.44,83.3,35.5,9.8,6.53,2.7,28.7,B+,0.9
8.01,64.3,54.2,32.3,7.66,8.9,63.7,A+,20.0
9.13,73.0,2.7,34.9,7.58,19.5,59.1,B+,5.5
9.92,59.7,48.8,21.0,5.1,4.1,62.2,A+,31.5
6.44,60.5,30.9,1.2,6.41,20.3,16.9,O,63.2
9.81,51.2,13.9,2.9,5.27,1.8,27.7,A,43.6
6.95,94.8,52.5,16.9,9.5,10.0,28.7,B+,0.0
6.93,60.5,26.6,14.2,8.63,25.4,60.2,A,24.2
6.7,61.4,18.2,21.2,9.98,23.2,97.3,A,16.6
7.71,64.0,10.0,15.4,6.51,19.3,95.4,B+,15.1
5.77,56.4,13.4,32.7,9.39,26.1,22.7,A,23.8
7.77,82.0,45.8,18.7,8.02,21.3,30.5,A+,26.1
7.71,53.8,33.8,24.3,7.27,15.6,3.6,A+,35.1
8.81,56.7,50.2,31.4,6.11,29.4,39.9,A+,22.5
9.17,82.2,12.8,5.1,8.69,20.8,83.5,B+,9.3
7.2,67.0,6.7,8.0,9.52,18.0,91.6,A,22.9
6.51,85.4,0.3,3.8,6.18,12.3,23.6,A,47.4
6.3,77.9,27.9,4.9,5.88,27.1,26.6,B+,14.0
5.97,62.8,54.9,17.9,8.48,8.9,22.1,A,15.3
5.29,82.5,38.2,11.2,9.88,0.3,35.0,B+,16.3
6.71,55.8,17.0,14.8,8.75,5.9,80.5,O,61.5
6.35,76.8,48.2,34.4,6.42,3.3,64.7,B+,1.1
9.83,71.9,43.0,5.5,7.1,9.6,78.6,B+,0.0
7.79,63.4,0.8,18.9,6.92,24.8,58.3,B,2.3
6.74,80.2,44.9,3.5,9.26,19.5,25.8,B,0.0
7.9,93.6,16.5,11.1,8.86,5.1,22.8,B+,22.0
5.7,99.9,8.2,18.5,7.94,23.7,0.9,B,0.0
7.22,80.4,12.4,33.1,6.37,15.1,78.1,A,16.9
8.13,70.2,25.8,13.7,9.69,15.4,84.7,A,14.7
7.44,61.3,23.4,2.3,8.27,10.9,76.8,B,6.3
7.01,62.9,15.9,13.6,9.85,25.9,7.4,B,0.0
9.97,74.0,9.5,5.1,7.9,9.5,76.2,A,21.9
9.4,68.4,41.9,8.0,9.11,2.8,4.6,A,16.4
8.12,95.7,54.5,21.6,9.07,9.1,10.6,B,0.0
7.85,68.4,42.8,2.4,6.69,21.5,44.0,A,19.6
8.1,68.7,16.3,16.3,9.82,19.7,47.6,A+,35.2
6.01,69.2,13.5,21.3,5.11,5.6,81.6,B+,25.6
6.98,91.8,12.0,14.8,8.84,3.4,68.0,O,63.5
5.2,82.5,7.5,0.7,9.83,19.8,15.3,A,38.5
7.38,80.7,30.3,34.5,6.69,20.3,22.6,B,0.0
7.72,66.7,33.3,12.8,8.24,11.0,28.6,A+,37.4
6.14,90.9,38.8,27.3,7.81,25.3,12.4,B,0.0
9.82,51.9,37.4,11.4,8.81,29.3,28.8,C,0.0
9.55,93.5,16.1,16.6,9.33,6.2,72.9,B,0.0
8.61,75.6,18.2,13.6,8.02,17.3,24.1,C,0.0
7.67,69.9,37.5,12.0,9.08,0.2,83.5,A,22.8
9.35,74.9,19.2,0.8,6.56,21.4,47.0,B+,10.0
5.65,83.4,11.7,12.6,6.14,12.4,32.3,B,10.8
8.95,50.6,20.6,31.1,7.15,5.8,41.2,A,12.7
5.62,93.6,15.0,24.2,8.39,22.6,70.9,A,27.9
8.97,72.3,4.9,5.1,5.94,24.3,51.7,B+,24.0
6.38,67.1,45.7,20.7,8.4,3.3,0.7,B+,9.5
9.39,56.9,46.9,31.2,6.97,1.2,92.2,B+,0.0
9.72,72.0,12.1,24.5,8.98,10.0,6.6,B+,0.0
5.74,74.8,3.6,5.2,5.18,18.8,93.9,B+,27.2
7.31,70.2,40.6,30.4,8.34,23.8,2.8,B+,0.0
9.9,83.9,11.6,10.6,8.25,16.4,77.1,A,18.6
7.42,71.0,21.6,15.9,9.7,17.4,53.5,A+,39.6
9.32,98.1,3.5,18.4,8.57,24.0,50.6,B+,0.0
7.94,80.0,12.4,29.8,8.98,15.9,7.3,O,50.1
6.88,90.4,43.6,32.6,9.52,18.3,23.9,C,0.0
6.43,55.5,44.2,32.5,8.38,15.5,77.8,B,0.0
6.02,69.9,11.4,0.3,6.45,26.4,89.1,B+,32.5
8.81,66.8,18.5,32.3,9.35,7.1,52.9,C,0.0
6.93,78.5,7.4,1.9,8.74,7.9,35.3,B+,27.8
7.56,93.1,4.1,9.3,7.12,3.8,6.0,O,74.9
7.46,53.9,54.6,18.0,8.55,24.6,68.2,B+,0.0
7.89,53.6,36.1,16.8,9.34,12.4,27.8,A+,35.5
9.33,92.5,29.8,21.2,9.88,10.4,5.5,A,15.0
9.9,60.6,42.1,16.8,9.76,29.4,66.6,A,0.0
7.04,83.4,46.2,32.7,6.63,27.8,48.6,B+,0.0
9.14,77.1,44.4,8.4,7.11,29.2,1.2,A,17.8
8.82,91.6,0.9,9.6,5.55,4.3,11.1,A,30.8
7.87,56.3,10.3,32.2,6.24,26.7,69.9,A,23.3
9.78,56.5,36.0,2.7,9.41,9.9,6.4,A,24.2
6.0,77.8,20.7,21.3,6.8,0.4,86.6,A+,42.6
5.55,97.3,54.0,23.9,8.1,11.7,31.1,A+,29.6
9.27,70.7,36.6,17.7,8.33,15.3,8.9,B+,0.0
7.2,66.3,52.6,24.3,8.91,3.2,76.0,A,13.4
9.23,80.3,11.1,6.0,5.91,16.1,52.4,O,61.4
9.47,96.5,47.5,29.8,6.52,24.6,30.7,A,0.0
5.31,91.8,17.7,4.9,7.24,11.3,40.6,B+,30.4
9.42,99.8,54.4,14.0,6.82,10.6,2.1,B,0.0
7.24,51.1,8.7,2.6,9.91,10.2,66.3,C,0.0
7.55,55.6,28.4,19.1,9.17,27.7,36.6,B+,6.2
8.13,80.5,43.6,23.4,7.4,1.5,71.4,A,11.5
9.63,91.0,23.8,32.9,9.4,13.4,62.8,A+,17.2
5.1,64.3,25.7,25.9,6.74,7.9,65.1,A+,46.5
7.38,62.0,54.2,18.9,8.93,26.8,79.3,B+,0.0
8.44,89.3,23.4,32.6,6.12,2.9,63.1,A,27.9
8.61,52.8,33.2,16.7,8.86,12.3,41.9,B+,5.4
8.46,68.5,3.0,19.6,7.28,12.2,39.0,A+,47.8
5.67,75.3,46.3,20.9,5.54,26.7,12.0,A,24.4
6.5,78.0,35.6,14.3,6.37,6.5,77.9,A+,45.9
6.79,86.4,22.2,29.3,7.01,19.3,76.1,B+,0.0
9.02,67.7,0.9,6.5,8.75,4.0,24.6,A+,61.6
6.39,80.6,32.5,19.4,5.36,28.6,86.3,B+,0.3
6.05,79.3,0.7,25.3,8.3,17.8,58.9,O,67.6
9.79,77.4,0.1,31.6,8.58,18.8,47.9,A,16.9
5.04,82.0,33.9,30.9,8.27,13.0,1.7,O,53.3
9.99,63.0,10.4,17.8,8.8,10.3,38.3,A+,35.8
8.38,54.2,10.6,22.5,5.89,6.4,64.1,A+,59.5
9.14,56.0,35.9,13.8,7.94,18.1,9.0,A,20.7
6.47,61.2,3.0,16.4,9.71,28.6,46.0,A,28.3
5.07,75.0,17.2,31.7,8.05,10.8,99.3,B,0.0
8.69,92.0,8.2,32.6,8.06,26.5,71.7,A+,21.8
9.17,85.1,31.9,31.3,8.68,4.5,54.7,O,38.2
8.7,89.5,36.4,4.8,6.67,28.1,53.3,B+,0.0
5.71,67.5,39.7,29.8,8.5,10.5,4.4,B+,8.7
8.77,70.2,14.0,33.2,9.58,11.4,95.7,A+,23.2
8.84,69.7,4.9,12.6,5.05,13.9,92.8,B+,24.0
8.29,59.6,4.3,18.2,9.35,21.5,68.2,B+,12.3
8.83,53.1,23.4,27.3,6.09,21.6,9.9,A,21.0
9.23,79.5,52.0,19.7,7.28,14.4,20.8,A,9.9
8.07,99.5,12.0,34.8,9.26,15.7,18.4,A+,29.3
5.44,58.3,14.1,15.9,9.12,0.9,52.0,O,64.5
7.44,52.3,5.5,25.0,9.46,9.1,20.8,C,0.0
5.39,89.0,33.3,27.7,9.7,10.4,69.6,A+,30.2
7.04,62.6,37.4,17.3,7.24,16.8,54.5,A+,40.1
7.04,91.5,35.4,30.0,8.28,16.7,1.8,C,0.0
5.33,85.2,47.4,19.1,6.95,21.3,74.4,B+,0.0
6.74,97.3,26.8,14.4,6.75,21.5,18.9,B+,7.3
5.55,70.4,7.4,3.8,7.16,7.1,82.5,B+,36.2
9.04,83.1,15.9,13.8,8.72,23.1,35.5,B+,2.6
9.74,73.2,36.4,25.7,7.51,0.6,33.9,B+,2.1
5.36,81.5,33.7,32.2,9.07,21.5,1.2,O,45.9
9.78,72.5,29.2,8.8,8.73,3.1,98.8,A,23.3
7.61,59.4,37.6,12.4,5.1,21.9,61.2,A+,41.6
6.5,75.4,35.1,5.4,8.15,15.8,42.3,O,63.6
5.38,76.4,48.5,24.2,7.18,13.1,9.7,A,18.1
7.5,90.5,32.2,33.6,7.28,20.7,69.9,B+,0.0
8.97,86.8,42.8,22.4,9.09,1.1,28.3,A+,22.8
8.54,83.2,13.7,21.6,7.74,6.7,98.8,A,23.5
5.25,55.7,37.3,19.4,9.43,18.5,95.1,B+,4.3
5.36,86.0,49.6,3.1,8.56,25.4,73.5,B+,3.3
7.01,75.0,21.2,25.5,7.76,11.4,97.1,B,0.0
6.48,94.7,42.9,21.1,8.77,7.8,10.6,B+,0.5
6.16,96.0,39.9,23.2,5.19,15.6,28.0,C,0.0
6.41,52.8,3.3,31.5,5.14,18.7,25.3,B+,15.5
9.02,91.0,32.0,27.4,5.42,12.6,7.2,B+,0.0
9.65,51.9,7.2,27.3,7.19,26.3,97.2,B,0.0
7.03,68.4,53.2,32.5,6.18,15.7,6.0,B,0.0
9.53,77.1,44.6,34.6,9.92,1.1,85.7,B+,0.0
6.61,57.4,6.0,20.3,7.71,6.7,76.8,A,35.9
7.38,87.3,6.7,3.8,8.31,13.5,37.6,A+,53.1
6.13,50.4,32.7,16.1,6.39,20.9,1.9,B,0.2
8.2,58.4,19.0,27.6,6.61,6.6,0.6,B+,20.7
9.89,79.0,1.9,1.0,6.68,29.3,20.4,B,3.7
8.02,85.7,29.8,2.0,8.49,9.6,49.4,A+,35.1
6.79,95.8,21.3,2.4,7.37,16.0,45.8,A,31.4
8.24,85.3,5.6,25.6,7.59,0.6,58.5,A,34.8
5.61,83.6,44.1,17.5,7.96,26.5,77.2,B,0.0
9.44,69.7,50.3,12.9,8.84,23.7,37.7,B,0.0
7.52,50.1,41.6,3.7,5.45,5.9,16.0,A+,59.0
7.25,56.0,45.2,25.6,8.88,28.0,80.0,B+,0.0
7.93,76.7,11.9,11.2,7.82,9.5,33.3,O,67.4
8.12,83.8,14.5,9.3,8.35,20.8,28.7,A,21.8
5.36,70.9,11.5,22.8,6.64,24.6,76.4,A,20.3
8.41,86.5,42.1,19.6,7.05,22.2,93.4,B+,0.0
6.21,76.1,52.1,12.7,6.16,27.5,91.5,B,0.0
8.57,53.7,39.4,22.5,9.9,25.9,13.7,A,8.7
9.11,59.6,48.5,9.5,7.49,29.8,50.3,A,5.0
9.02,92.0,35.1,27.8,9.98,5.5,9.3,B+,0.0
7.76,86.2,21.3,8.0,7.45,9.1,96.1,A,32.4
7.6,94.7,23.4,5.6,6.1,19.1,21.5,C,0.0
5.71,55.9,4.1,27.4,7.54,22.0,19.7,B,4.7
8.88,99.5,1.7,24.8,5.2,16.0,88.9,A+,40.5
6.36,60.5,38.3,6.4,9.52,2.2,96.8,A,34.2
7.48,50.6,24.1,4.1,9.09,25.2,69.8,A+,43.6
6.42,99.9,30.4,29.3,8.63,28.8,12.1,A,7.6
5.67,64.1,30.7,27.2,8.05,12.2,48.6,B+,4.2
8.15,83.4,15.3,11.5,7.9,6.7,81.7,O,60.5
5.27,58.8,26.2,23.0,9.98,0.6,57.2,B,0.0
8.74,79.0,25.9,4.3,6.39,7.1,13.3,B+,13.3
6.59,95.2,21.4,17.7,8.9,21.0,17.2,C,0.0
5.0,66.0,45.1,0.7,7.91,27.3,86.4,O,60.2
7.56,83.5,24.8,13.7,9.88,2.8,52.7,B,0.0
5.23,59.4,33.2,2.6,9.14,16.6,70.6,B+,12.7
6.38,81.2,49.3,16.6,9.99,20.9,37.3,A+,31.9
8.53,66.8,47.6,14.8,7.94,8.3,53.2,A,19.5
5.31,60.6,49.0,15.6,6.02,17.1,97.7,B,0.0
9.2,65.7,14.9,1.6,7.52,21.5,33.0,A,27.6
5.02,58.9,1.9,12.7,8.56,25.1,67.5,A,39.5
6.23,95.1,14.4,26.5,8.87,13.6,17.3,B,0.0
8.7,69.9,15.3,12.9,5.0,22.4,12.2,O,70.7
6.58,62.3,50.0,25.0,7.53,9.1,78.4,A,14.7
5.51,72.4,35.7,12.9,6.18,6.4,84.4,B+,15.1
6.8,66.0,4.5,14.8,9.37,5.6,66.8,B+,26.9
6.35,87.2,7.4,19.7,5.76,10.8,15.8,A+,52.6
9.21,98.6,8.6,33.3,8.33,1.1,24.1,B+,6.1
6.57,71.9,34.7,3.8,6.33,8.5,91.1,B+,21.9
8.94,93.1,40.4,1.2,6.78,19.6,28.9,B+,4.0
9.46,78.3,47.3,21.3,9.7,19.4,81.9,B+,0.0
7.17,57.9,51.7,33.2,6.2,2.2,28.6,A+,33.4
9.55,84.5,11.1,34.6,5.48,8.6,93.9,B,0.0
6.89,75.7,17.0,16.9,5.35,17.1,91.4,A,31.9
9.82,82.5,13.2,16.4,7.52,9.6,4.3,C,0.0
5.45,94.5,19.7,22.6,8.21,12.5,77.0,O,62.6
8.44,72.0,50.3,19.4,6.64,21.4,16.9,A,7.0
7.47,95.1,31.6,22.2,8.45,0.3,21.5,A+,35.0
6.94,87.5,40.6,30.6,5.31,8.3,46.0,B+,2.6
8.16,74.4,27.0,26.1,9.29,4.3,57.6,A+,32.2
8.52,80.2,1.6,17.4,9.08,3.8,32.6,B+,9.4
5.02,66.3,3.5,16.2,9.93,28.8,57.5,B,0.0
5.83,99.2,29.6,22.4,9.68,11.3,17.1,A+,27.8
8.57,83.4,39.5,15.9,6.78,15.8,2.2,A+,27.1
8.33,52.2,11.8,16.0,7.0,22.0,57.1,B,0.0
9.83,66.3,39.7,0.6,8.73,1.4,51.7,A,28.7
8.81,81.2,44.6,6.1,5.67,7.2,69.0,A,24.5
9.75,52.8,22.7,17.1,6.57,25.0,65.0,A+,33.4
8.51,51.2,41.1,28.8,5.59,25.9,89.7,A,15.8
6.49,72.5,22.2,9.8,7.27,11.2,45.9,A+,51.7
5.53,66.6,37.3,18.3,7.76,11.2,0.8,B+,17.1
8.91,71.9,42.0,12.1,6.06,22.7,63.1,A,13.4
8.22,63.1,54.6,3.7,5.13,8.9,67.5,B+,8.3
5.24,58.2,19.0,33.5,8.6,3.5,52.1,A,25.3
6.8,84.5,22.6,29.9,5.1,7.7,68.9,A,25.3
9.78,75.7,9.1,2.7,9.87,11.6,32.4,A+,39.8
7.5,60.0,11.2,25.2,6.11,1.6,14.9,B,9.9
7.16,66.0,38.1,12.2,8.32,14.4,66.5,A,21.2
7.29,79.6,50.4,34.8,7.17,22.2,24.5,A+,18.0
6.04,53.6,21.7,10.6,5.3,15.4,45.6,A+,54.0
6.84,57.4,9.9,8.4,7.36,2.2,49.2,O,76.7
6.85,53.7,15.7,19.9,7.58,13.2,47.7,O,60.7
5.26,90.6,25.0,29.2,9.27,21.3,59.8,A,17.6
8.84,87.6,16.0,6.7,8.66,1.7,2.9,A,23.5
7.08,87.7,12.8,24.8,5.4,1.8,99.0,C,0.0
9.11,85.8,40.5,2.1,6.05,11.1,71.6,A+,40.3
9.25,83.5,0.4,32.2,6.56,5.8,42.5,B+,13.0
6.06,73.8,29.7,2.8,5.58,28.0,19.1,A,35.0
8.29,82.1,43.7,32.0,7.28,17.4,8.0,A+,25.8
7.36,51.9,14.6,17.2,9.92,8.6,67.2,C,0.0
9.4,81.1,33.2,15.7,7.57,21.1,31.7,B,0.0
6.08,88.9,36.8,34.1,8.71,11.2,22.9,B+,0.0
8.39,75.0,36.0,34.7,8.41,4.0,38.0,B+,0.0
8.04,67.9,24.5,22.8,9.25,7.1,59.3,C,0.0
6.48,63.9,19.1,4.4,6.08,19.3,67.2,B+,19.9
5.68,82.1,46.0,17.7,8.77,1.6,64.5,A+,44.3
8.26,84.6,41.7,18.5,9.41,8.2,86.3,O,29.1
8.69,93.5,17.7,18.0,5.86,6.2,21.9,B+,17.0
6.58,67.1,5.7,19.9,6.73,6.0,63.7,B+,21.9
8.22,88.5,3.9,0.7,9.85,20.5,10.1,B+,16.2
6.98,78.1,5.2,24.9,8.9,24.8,54.8,A+,42.6
8.57,94.1,32.1,24.9,6.41,21.5,58.4,B,0.0
6.0,76.4,2.8,4.0,7.82,19.4,21.6,B+,34.3
9.45,75.9,18.5,20.0,7.02,27.5,39.2,B+,0.0
6.44,78.9,41.4,19.9,7.45,1.8,82.7,O,51.7
6.84,87.5,16.2,23.9,6.78,5.0,14.8,C,0.0
5.29,98.2,42.0,3.0,6.4,12.4,43.5,B+,16.1
5.56,53.7,41.0,21.9,8.37,11.2,93.3,B+,10.0
7.58,52.7,13.5,9.8,8.89,12.5,50.4,B,7.7
6.34,96.9,40.1,17.7,9.37,6.2,72.5,B,0.0
9.18,76.5,41.1,27.1,5.78,4.5,82.7,A+,22.2
5.07,80.7,21.9,24.7,9.11,15.3,20.4,B,0.0
6.9,74.1,11.6,4.2,6.27,27.8,21.8,B+,23.8
6.69,54.7,28.7,20.7,7.14,11.8,75.9,O,56.8
5.1,88.4,50.7,33.9,9.51,1.3,75.3,A+,26.4
5.62,87.4,35.2,5.5,7.27,21.2,6.0,A,32.1
7.07,65.6,9.5,29.9,5.99,8.7,32.2,B+,17.0
7.46,65.3,37.6,24.6,5.8,7.4,39.9,B+,9.1
7.02,91.9,23.5,27.1,7.36,9.7,82.9,A+,30.0
7.65,53.6,32.5,9.9,8.81,21.7,42.2,B,0.0
7.98,94.1,40.4,10.1,9.99,24.6,92.6,B,0.0
5.05,62.8,28.3,31.7,8.94,17.6,99.7,B+,4.3
7.32,79.6,44.8,12.6,9.39,9.7,78.1,B,0.0
9.82,96.8,39.7,2.2,8.74,9.3,66.6,B,0.0
7.6,83.9,33.8,21.0,9.48,3.7,39.2,A+,39.3
8.39,70.7,8.3,4.4,5.38,28.0,6.7,B+,21.1
6.56,84.5,46.0,27.9,9.65,19.1,57.3,C,0.0
8.87,67.2,51.5,22.5,6.98,0.8,36.2,A+,27.4
8.86,63.9,7.5,30.6,9.61,19.9,35.1,C,0.0
7.61,99.8,26.9,27.5,5.38,13.4,68.8,O,50.5
9.88,87.5,14.2,3.9,8.58,29.2,46.4,A,15.4
5.63,82.2,41.5,13.3,8.68,24.6,75.2,B+,1.9
5.08,67.8,39.7,27.1,9.98,5.1,39.8,B+,9.3
8.85,52.5,7.7,14.6,8.84,21.6,15.1,B+,9.7
9.04,51.6,48.2,34.0,6.91,14.6,46.1,A,1.1
5.6,77.7,10.0,25.8,7.79,5.6,95.1,B+,11.8
6.33,88.1,43.8,0.5,6.83,21.0,80.2,B+,15.6
5.09,76.9,25.1,30.8,5.98,16.4,20.6,A,33.9
6.47,92.0,18.1,3.5,6.24,0.9,39.1,B+,31.8
8.87,51.7,8.7,4.9,6.11,19.4,92.8,B,3.4
7.59,68.3,9.2,25.7,7.74,19.0,12.4,A,21.2
6.74,61.9,36.4,30.3,9.53,4.3,25.4,A,17.0
6.86,72.4,30.3,18.8,9.56,10.5,26.2,O,51.4
5.01,53.6,6.7,10.1,5.27,17.6,57.1,B+,31.6
6.5,97.7,6.2,12.3,5.4,4.2,41.1,A+,53.4
8.23,61.2,4.0,12.0,6.23,25.6,8.0,A,28.8
9.87,96.1,40.9,11.4,6.28,0.8,62.9,A+,34.9
9.24,71.3,39.2,8.5,5.47,3.1,9.9,O,54.3
5.12,99.3,3.2,21.3,6.94,3.5,60.6,A,42.2
9.49,77.7,30.8,31.5,7.94,15.8,50.7,A,4.2
8.92,96.5,4.7,10.7,7.89,18.6,49.4,A,27.3
8.9,50.3,49.7,6.5,7.72,12.1,6.7,A+,37.5
7.29,87.4,49.9,29.4,6.69,8.7,63.9,B,0.0
6.99,95.2,38.4,26.0,8.53,24.3,43.1,O,37.7
6.51,57.0,50.9,32.6,9.13,2.0,41.1,B,0.0
5.33,54.8,44.6,5.8,6.73,8.4,59.6,B+,19.2
6.14,71.2,45.6,5.0,5.43,1.2,60.6,A+,56.4
6.23,96.7,31.3,19.0,6.48,0.4,1.5,A,31.0
7.42,77.1,16.8,21.5,5.69,10.6,12.5,C,0.0
8.74,76.4,12.0,16.8,7.34,5.8,23.7,B+,9.7
7.37,57.1,18.0,21.0,5.78,8.1,67.8,A+,50.5
5.29,50.0,34.6,6.3,7.31,24.6,57.7,A,31.0
9.79,90.5,9.5,16.8,6.11,4.9,75.8,A,24.6
9.71,54.4,14.2,23.0,8.69,23.4,74.1,B,0.0
8.93,81.7,25.7,15.1,5.14,20.3,85.3,B,0.0
9.96,95.7,12.8,23.8,7.77,9.8,37.7,O,38.0
7.72,60.4,32.4,15.8,5.85,16.4,34.5,A,30.4
9.81,83.3,50.8,11.7,5.0,13.3,83.1,A+,27.4
5.38,53.9,41.1,10.6,9.35,3.9,23.8,C,0.0
6.83,80.2,36.7,14.4,8.36,27.2,46.1,B+,0.0
6.13,58.2,32.0,0.8,5.49,17.1,19.4,B,14.3
5.98,86.8,26.8,23.4,8.32,26.4,91.4,A,12.6
5.7,65.1,10.3,29.6,8.06,24.7,40.8,B+,17.0
8.11,73.2,49.2,12.4,7.37,2.4,21.2,A+,38.8
8.91,80.0,13.7,1.6,7.1,6.2,69.2,B,10.5
7.89,58.6,5.0,34.5,9.44,4.4,24.5,A,25.8
5.73,87.1,41.3,9.2,6.23,24.9,94.4,B,0.0
9.06,65.1,9.7,4.4,6.99,25.9,36.8,A+,47.1
8.18,83.1,20.5,12.9,6.65,15.8,66.5,B+,8.7
6.94,57.9,1.6,25.8,8.86,3.1,34.5,A,36.6
8.37,84.4,7.5,10.3,9.58,4.1,80.7,O,54.4
6.3,56.4,9.5,20.1,9.25,24.4,89.7,A,34.0
6.73,71.3,3.0,14.5,8.99,27.9,78.8,B+,11.8
9.59,62.4,36.1,4.1,9.93,6.0,84.8,A+,31.7
6.45,87.4,46.0,11.6,8.49,0.3,10.2,A+,42.3
7.35,63.1,20.5,25.4,8.76,9.9,92.4,A,16.6
9.45,94.1,48.1,21.4,9.91,0.9,62.4,A,7.4
8.54,94.6,11.7,4.2,5.03,24.8,86.9,A,25.7
5.31,59.8,17.9,5.7,8.17,14.7,68.4,A,35.2
5.74,80.7,8.3,22.4,8.69,19.3,20.2,A+,44.7
5.04,54.4,34.1,28.5,9.59,12.3,61.0,A+,31.7
8.15,69.6,23.1,12.2,9.42,10.4,9.1,B,1.3
7.24,85.7,33.7,20.8,9.21,6.7,69.6,A+,30.3
5.67,83.0,41.9,6.0,9.73,23.1,40.9,B+,0.0
9.79,81.2,30.0,10.9,7.69,20.9,15.2,A,16.1
7.65,64.1,34.5,0.7,5.03,10.8,97.9,C,0.0
6.21,68.9,51.4,26.9,5.06,9.6,90.1,O,48.7
7.5,55.1,16.4,14.0,7.72,0.0,89.4,B,0.2
8.4,86.0,19.8,28.6,7.18,1.9,78.9,A,20.0
5.38,75.2,39.5,24.8,7.26,18.7,69.2,O,48.2
6.37,85.4,33.6,29.0,7.0,15.4,65.5,A+,28.6
9.03,62.4,9.8,10.0,9.59,13.0,10.6,A,23.6
7.3,66.2,20.7,6.5,6.8,24.8,90.1,A,29.7
7.73,66.7,25.7,34.0,9.28,15.1,88.1,A,13.1
7.16,51.3,23.1,25.1,9.51,11.5,74.8,B,0.0
5.22,67.1,9.8,29.2,7.5,4.8,92.7,A,28.4
5.83,90.2,50.8,0.5,7.23,24.6,55.3,A,24.8
7.23,94.9,41.9,12.4,8.81,17.3,44.8,B+,1.9
6.05,75.9,26.5,26.0,8.54,2.8,96.8,B+,14.6
5.25,72.8,37.4,2.7,6.64,19.5,46.4,O,61.4
9.22,51.5,49.4,19.9,5.51,12.8,64.1,B+,0.5
9.91,94.0,7.5,15.0,6.32,24.3,37.3,A,23.1
8.97,50.7,13.8,0.6,5.66,27.6,63.6,A+,47.2
9.27,97.2,29.8,8.3,6.47,18.0,72.0,A+,34.6
6.21,74.5,43.9,10.0,6.31,21.9,62.5,O,54.3
9.8,67.1,2.0,3.9,8.19,1.7,51.5,A,33.3
5.98,96.2,54.1,22.1,9.77,16.8,30.0,A+,18.7
9.76,51.2,25.0,8.5,8.43,22.7,64.4,A,23.1
9.97,79.1,19.8,9.7,9.63,14.9,90.8,B+,0.0
8.56,77.4,16.1,31.4,8.92,17.8,0.7,B+,0.0
9.91,61.0,9.6,16.3,8.64,27.0,13.4,B+,5.0
7.85,71.4,43.5,13.7,7.07,5.9,12.0,B+,9.3
6.3,82.6,52.5,25.3,6.62,2.9,92.3,B,0.0
7.18,86.4,22.8,31.8,9.23,20.7,66.3,B,0.0
7.97,50.0,52.4,0.9,9.53,24.7,95.2,B,0.0
5.37,96.8,45.3,15.7,7.26,25.5,58.3,A+,29.4
8.11,58.2,26.5,21.4,5.05,19.2,46.2,A+,51.6
9.91,61.7,37.1,11.1,8.96,25.0,79.2,A,5.6
5.95,63.2,23.9,27.0,6.43,21.0,16.1,A,25.3
8.96,51.9,30.7,34.0,5.05,2.6,38.1,A+,46.6
9.54,56.2,3.2,33.0,9.02,22.9,46.6,A+,32.4
9.72,99.3,38.3,9.3,7.59,5.4,29.8,C,0.0
9.8,65.8,2.9,7.9,8.43,7.1,37.1,A,29.1
7.61,55.8,44.9,33.5,9.57,11.8,7.8,A,13.5
9.89,55.3,45.4,16.1,7.71,9.4,19.8,O,47.7
8.79,86.0,13.0,7.3,7.52,9.6,33.5,B+,16.3
5.81,92.7,17.8,24.7,6.45,5.1,79.6,A,24.8
7.38,62.8,26.5,10.0,6.53,8.8,18.2,A+,50.8
